Bio,Grades
NA,NA
"Height-weight-speed prospect who made a statement at his pro day and could command late draftable interest for his speed and athletic ability. A late bloomer, Pinkins is still learning the nuances of the game and could need to make a mark on special teams to earn a spot.",5.40
NA,NA
"Fairly nondescript cornerback who does not excel in man or zone coverage. Speed and tackling ability play well on special teams, where he will have to stand out to have a chance.",5.40
A size prospect with unique physical characteristics to be molded. Plays with an offensive temperament and carries his weight well. Pro future might be best on the offensive line for a patient offensive line coach.,5.40
NA,NA
NA,NA
"A big, athletic height-weight-speed prospect with intriguing length and short-area quickness to develop as a short-area press corner. Has a chance to compete with simplified assignments.",5.40
NA,NA
"Athletic, productive, raw rush linebacker prospect who could also be tried as a Sam linebacker. Needs to develop more core strength, improve technically and make his mark on special teams to warrant developmental consideration.",5.40
"Strong, physical, upright, inside zone runner with solid all-around skills. Missed much of senior season with a broken ankle injury and long-term durability could remain a question in the pros given his tight hips and hard-running style. Has the size and competitiveness to earn a complimentary role.",5.40
NA,NA
"Lean, long-armed, finesse free safety who left I-AA JSU a year early despite his status as a fringe prospect. At his best in deep zone coverage, but deficient strength, physicality and instincts will turn some teams off, and he does not project as a core special-teams contributor.",5.40
NA,NA
"A functional, between-the-tackles run stopper with a chance to make it on the inside of a 3-4 defense where he can patrol the middle. Can be targeted in coverage and will need to make a mark on special teams to stick.",5.40
"Outstanding-sized, shuffle-and-bail corner with the length to function into the boundary for a predominantly zone coverage team.",5.40
"A reliable possession receiver most ideally suited for the slot, Allen does not display the make-you-miss after the catch or route savvy desired for the pro level and will require time to learn how to read coverages and uncover. Limited special teams value could restrict chances to earn a spot.",5.10
NA,NA
"Big, beefy, active, loquacious nose tackle who does not consistently play to his size or weight-room strength, but has developmental value as a 3-4, two-down run stuffer.",5.10
"Undersized college linebacker with a classic special teams temperament. Unimpressive measurables could leave him undrafted, but production on special teams could allow him to earn a roster spot. Better football player than athlete.",5.10
NA,NA
"Smallish, productive FCS running back lacking exceptional athletic traits for the pro game. Best chance to stick will be as a third-down back, though he is underpowered and does not have unique burst or elusiveness.",5.10
"Raw, light-framed zone blocker ideally suited for a role as a swing interior backup in a slide-movement protection scheme. Has the smarts and versatility to battle for a roster spot.",5.10
"Could battle for a roster spot as a short-area receiving target. Aligns in the backfield, in the slot and on the line, yet offers little as a blocker.",5.10
"A long-limbed, smooth-moving college backup ""Z"" receiver in a high-octane, spread passing game, Burks possesses enough athletic talent to warrant a chance as a developmental receiver in a camp. Will need to become a more secure catcher to earn a spot.",5.10
"Big-bodied boomer who is most effective on a short field where he can kick with accuracy, control and generate great hang time.",5.10
"Runs a lot of simple digs, slants and bubble screens and is effective as a short-area, stationary target when he has free releases. Could compete for a job in the slot.",5.10
